,2019.08-2020.07,2020.08-2021.07
count,368.0,368.0
mean,1908.9329710144925,1642.1739130434783
std,3744.251731757073,3123.6627964426366
min,1.9166666666666667,0.3333333333333333
25%,267.6458333333333,223.5625
50%,641.0416666666666,557.6666666666667
75%,1675.625,1446.1666666666667
max,34920.166666666664,26442.083333333332
